USDT,Tether,"USDT, Tether",USDT,Tether,"https://newsapi.org/v2/everything?language=en&q=(USDT)AND(""Tether"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DASH,Dash,"DASH, Crypto",DASH,Crypto,"https://newsapi.org/v2/everything?language=en&q=(DASH)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XEM,NEM ,"XEM, NEM ",XEM,NEM,"https://newsapi.org/v2/everything?language=en&q=(XEM)AND(""NEM"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
VEN,VeChain,"VEN, VeChain",VEN,VeChain,"https://newsapi.org/v2/everything?language=en&q=(VEN)AND(""VeChain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BNB,Binance Coin,"BNB, Binance Coin",BNB,Binance Coin,"https://newsapi.org/v2/everything?language=en&q=(BNB)AND(""Binance Coin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ETC,Ethereum Classic,"ETC, Ethereum Classic",ETC,Ethereum Classic,"https://newsapi.org/v2/everything?language=en&q=(ETC)AND(""Ethereum Classic"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ONT,Ontology,"ONT, Ontology",ONT,Ontology,"https://newsapi.org/v2/everything?language=en&q=(ONT)AND(""Ontology"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
Qtum,QTUM,"QTUM, Crypto",QTUM,Crypto,"https://newsapi.org/v2/everything?language=en&q=(QTUM)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
OMG,OmiseGo,"OMG, OmiseGo",OMG,OmiseGo,"https://newsapi.org/v2/everything?language=en&q=(OMG)AND(""OmiseGo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BCN,Bytecoin,"BCN, Bytecoin",BCN,Bytecoin,"https://newsapi.org/v2/everything?language=en&q=(BCN)AND(""Bytecoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ICX,ICON,"ICX, ICON",ICX,ICON,"https://newsapi.org/v2/everything?language=en&q=(ICX)AND(""ICON"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ZEC,Zcash,"ZEC, Zcash",ZEC,Zcash,"https://newsapi.org/v2/everything?language=en&q=(ZEC)AND(""Zcash"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ZIL,Zilliqa,"ZIL, Zilliqa",ZIL,Zilliqa,"https://newsapi.org/v2/everything?language=en&q=(ZIL)AND(""Zilliqa"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
AE,Aeternity,"AE, Aeternity",AE,Aeternity,"https://newsapi.org/v2/everything?language=en&q=(AE)AND(""Aeternity"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DCR,Decred ,"DCR, Decred ",DCR,Decred,"https://newsapi.org/v2/everything?language=en&q=(DCR)AND(""Decred"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTG,Bitcoin Gold,"BTG, Bitcoin Gold",BTG,Bitcoin Gold,"https://newsapi.org/v2/everything?language=en&q=(BTG)AND(""Bitcoin Gold"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ZRX,Ox,"ZRX, Ox",ZRX,Ox,"https://newsapi.org/v2/everything?language=en&q=(ZRX)AND(""Ox"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SC,Siacoin,"SC, Siacoin",SC,Siacoin,"https://newsapi.org/v2/everything?language=en&q=(SC)AND(""Siacoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTM,Bytom,"BTM, Bytom",BTM,Bytom,"https://newsapi.org/v2/everything?language=en&q=(BTM)AND(""Bytom"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
STEEM,Steem,"STEEM, Steem",STEEM,Steem,"https://newsapi.org/v2/everything?language=en&q=(STEEM)AND(""Steem"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XVG,VERGE,"XVG, VERGE",XVG,VERGE,"https://newsapi.org/v2/everything?language=en&q=(XVG)AND(""VERGE"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTS,BitShares,"BTS, BitShares",BTS,BitShares,"https://newsapi.org/v2/everything?language=en&q=(BTS)AND(""BitShares"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NANO,Nano,"NANO, Crypto",NANO,Crypto,"https://newsapi.org/v2/everything?language=en&q=(NANO)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WAVES,Waves,"WAVES, Crypto",WAVES,Crypto,"https://newsapi.org/v2/everything?language=en&q=(WAVES)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MKR,Maker,"MKR, Maker",MKR,Maker,"https://newsapi.org/v2/everything?language=en&q=(MKR)AND(""Maker"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RHOC,RChain,"RHOC, RChain",RHOC,RChain,"https://newsapi.org/v2/everything?language=en&q=(RHOC)AND(""RChain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WAN,Wanchain,"WAN, Wanchain",WAN,Wanchain,"https://newsapi.org/v2/everything?language=en&q=(WAN)AND(""Wanchain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GNT,Golem,"GNT, Golem",GNT,Golem,"https://newsapi.org/v2/everything?language=en&q=(GNT)AND(""Golem"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BCD,Bitcoin Diamond,"BCD, Bitcoin Diamond",BCD,Bitcoin Diamond,"https://newsapi.org/v2/everything?language=en&q=(BCD)AND(""Bitcoin Diamond"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
STRAT,Stratis,"STRAT, Stratis",STRAT,Stratis,"https://newsapi.org/v2/everything?language=en&q=(STRAT)AND(""Stratis"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DOGE,Dogecoin ,"DOGE, Dogecoin ",DOGE,Dogecoin ,"https://newsapi.org/v2/everything?language=en&q=(DOGE)AND(""Dogecoin "")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
REP,Augur,"REP, Augur",REP,Augur,"https://newsapi.org/v2/everything?language=en&q=(REP)AND(""Augur"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PPT,Populous,"PPT, Populous",PPT,Populous,"https://newsapi.org/v2/everything?language=en&q=(PPT)AND(""Populous"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BTCP,Bitcoin Private,"BTCP, Bitcoin Private",BTCP,Bitcoin Private,"https://newsapi.org/v2/everything?language=en&q=(BTCP)AND(""Bitcoin Private"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WTC,Waltonchain,"WTC, Waltonchain",WTC,Waltonchain,"https://newsapi.org/v2/everything?language=en&q=(WTC)AND(""Waltonchain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XIN,Mixin,"XIN, Mixin",XIN,Mixin,"https://newsapi.org/v2/everything?language=en&q=(XIN)AND(""Mixin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DGB,DigiByte,"DGB, DigiByte",DGB,DigiByte,"https://newsapi.org/v2/everything?language=en&q=(DGB)AND(""DigiByte"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
IOST,IOST,"IOST, IOST",IOST,IOST,"https://newsapi.org/v2/everything?language=en&q=(IOST)AND(""IOST"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SNT,Status,"SNT, Status",SNT,Status,"https://newsapi.org/v2/everything?language=en&q=(SNT)AND(""Status"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DGD,DigixDAO,"DGD, DigixDAO",DGD,DigixDAO,"https://newsapi.org/v2/everything?language=en&q=(DGD)AND(""DigixDAO"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WICC,WaykiChain,"WICC, WaykiChain",WICC,WaykiChain,"https://newsapi.org/v2/everything?language=en&q=(WICC)AND(""WaykiChain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
HSR,Hshare,"HSR, Hshare",HSR,Hshare,"https://newsapi.org/v2/everything?language=en&q=(HSR)AND(""Hshare"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NAS,Nebulas,"NAS, Nebulas",NAS,Nebulas,"https://newsapi.org/v2/everything?language=en&q=(NAS)AND(""Nebulas"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
AION,Aion,"AION, Aion",AION,Aion,"https://newsapi.org/v2/everything?language=en&q=(AION)AND(""Aion"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
LRC,Loopring,"LRC, Loopring",LRC,Loopring,"https://newsapi.org/v2/everything?language=en&q=(LRC)AND(""Loopring"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
HT,Huobi Token,"HT, Huobi Token",HT,Huobi Token,"https://newsapi.org/v2/everything?language=en&q=(HT)AND(""Huobi Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BAT,Basic Attention Token,"BAT, Basic Attention Token",BAT,Basic Attention Token,"https://newsapi.org/v2/everything?language=en&q=(BAT)AND(""Basic Attention Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ELF,aelf,"ELF, aelf",ELF,aelf,"https://newsapi.org/v2/everything?language=en&q=(ELF)AND(""aelf"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
KMD,Komodo,"KMD, Komodo",KMD,Komodo,"https://newsapi.org/v2/everything?language=en&q=(KMD)AND(""Komodo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ARK,Ark,"ARK, Crypto",ARK,Crypto,"https://newsapi.org/v2/everything?language=en&q=(ARK)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GXS,GXChain,"GXS, GXChain",GXS,GXChain,"https://newsapi.org/v2/everything?language=en&q=(GXS)AND(""GXChain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ARDR,Ardor,"ARDR, Ardor",ARDR,Ardor,"https://newsapi.org/v2/everything?language=en&q=(ARDR)AND(""Ardor"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ELA,Elastos,"ELA, Elastos",ELA,Elastos,"https://newsapi.org/v2/everything?language=en&q=(ELA)AND(""Elastos"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BNT,Bancor,"BNT, Bancor",BNT,Bancor,"https://newsapi.org/v2/everything?language=en&q=(BNT)AND(""Bancor"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MAID,MaidSafeCoin,"MAID, MaidSafeCoin",MAID,MaidSafeCoin,"https://newsapi.org/v2/everything?language=en&q=(MAID)AND(""MaidSafeCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CMT,CyberMiles,"CMT, CyberMiles",CMT,CyberMiles,"https://newsapi.org/v2/everything?language=en&q=(CMT)AND(""CyberMiles"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MOAC,MOAC,"MOAC, MOAC",MOAC,MOAC,"https://newsapi.org/v2/everything?language=en&q=(MOAC)AND(""MOAC"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SKY,Skycoin,"SKY, Skycoin",SKY,Skycoin,"https://newsapi.org/v2/everything?language=en&q=(SKY)AND(""Skycoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
PIVX,PIVX,"PIVX, Crypto",PIVX,Crypto,"https://newsapi.org/v2/everything?language=en&q=(PIVX)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CNX,Cryptonex,"CNX, Cryptonex",CNX,Cryptonex,"https://newsapi.org/v2/everything?language=en&q=(CNX)AND(""Cryptonex"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DCN,Dentacoin,"DCN, Dentacoin",DCN,Dentacoin,"https://newsapi.org/v2/everything?language=en&q=(DCN)AND(""Dentacoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GAS,Gas,"GAS, Ethereum",GAS,Ethereum,"https://newsapi.org/v2/everything?language=en&q=(GAS)AND(""Ethereum"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MONA,MonaCoin,"MONA, MonaCoin",MONA,MonaCoin,"https://newsapi.org/v2/everything?language=en&q=(MONA)AND(""MonaCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RDD,ReddCoin,"RDD, ReddCoin",RDD,ReddCoin,"https://newsapi.org/v2/everything?language=en&q=(RDD)AND(""ReddCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CTXC,Cortex,"CTXC, Cortex",CTXC,Cortex,"https://newsapi.org/v2/everything?language=en&q=(CTXC)AND(""Cortex"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
KNC,Kyber Network,"KNC, Kyber Network",KNC,Kyber Network,"https://newsapi.org/v2/everything?language=en&q=(KNC)AND(""Kyber Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ETHOS,Ethos,"ETHOS, Crypto",ETHOS,Crypto,"https://newsapi.org/v2/everything?language=en&q=(ETHOS)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SYS,Syscoin,"SYS, Syscoin",SYS,Syscoin,"https://newsapi.org/v2/everything?language=en&q=(SYS)AND(""Syscoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
LOOM,Loom Network,"LOOM, Loom Network",LOOM,Loom Network,"https://newsapi.org/v2/everything?language=en&q=(LOOM)AND(""Loom Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
POLY,Polymath,"POLY, Polymath",POLY,Polymath,"https://newsapi.org/v2/everything?language=en&q=(POLY)AND(""Polymath"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MITH,Mithril,"MITH, Mithril",MITH,Mithril,"https://newsapi.org/v2/everything?language=en&q=(MITH)AND(""Mithril"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
QASH,QASH,"QASH, QASH",QASH,QASH,"https://newsapi.org/v2/everything?language=en&q=(QASH)AND(""QASH"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
FSN,Fusion,"FSN, Fusion",FSN,Fusion,"https://newsapi.org/v2/everything?language=en&q=(FSN)AND(""Fusion"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
FUN,FunFair,"FUN, FunFair",FUN,FunFair,"https://newsapi.org/v2/everything?language=en&q=(FUN)AND(""FunFair"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BIX,Bibox Token,"BIX, Bibox Token",BIX,Bibox Token,"https://newsapi.org/v2/everything?language=en&q=(BIX)AND(""Bibox Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
CENNZ,Centrality,"CENNZ, Centrality",CENNZ,Centrality,"https://newsapi.org/v2/everything?language=en&q=(CENNZ)AND(""Centrality"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
THETA,Theta Token,"THETA, Theta Token",THETA,Theta Token,"https://newsapi.org/v2/everything?language=en&q=(THETA)AND(""Theta Token"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ENG,Enigma,"ENG, Crypto",ENG,Crypto,"https://newsapi.org/v2/everything?language=en&q=(ENG)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NULS,Nuls,"NULS, Nuls",NULS,Nuls,"https://newsapi.org/v2/everything?language=en&q=(NULS)AND(""Nuls"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
VERI,Veritaseum,"VERI, Veritaseum",VERI,Veritaseum,"https://newsapi.org/v2/everything?language=en&q=(VERI)AND(""Veritaseum"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SUB,Substratum,"SUB, Substratum",SUB,Substratum,"https://newsapi.org/v2/everything?language=en&q=(SUB)AND(""Substratum"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
ETN,Electroneum,"ETN, Electroneum",ETN,Electroneum,"https://newsapi.org/v2/everything?language=en&q=(ETN)AND(""Electroneum"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
XZC,ZCoin,"XZC, ZCoin",XZC,ZCoin,"https://newsapi.org/v2/everything?language=en&q=(XZC)AND(""ZCoin"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NXT,Nxt,"NXT, Crypto",NXT,Crypto,"https://newsapi.org/v2/everything?language=en&q=(NXT)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DRGN,Dragonchain,"DRGN, Dragonchain",DRGN,Dragonchain,"https://newsapi.org/v2/everything?language=en&q=(DRGN)AND(""Dragonchain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SOC,All Sports,"SOC, All Sports",SOC,All Sports,"https://newsapi.org/v2/everything?language=en&q=(SOC)AND(""All Sports"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DROP,Dropil,"DROP, Dropil",DROP,Dropil,"https://newsapi.org/v2/everything?language=en&q=(DROP)AND(""Dropil"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
HOT,Holo,"HOT, Holo",HOT,Holo,"https://newsapi.org/v2/everything?language=en&q=(HOT)AND(""Holo"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DDD,Scry.info,"DDD, Scry.info",DDD,Scry.info,"https://newsapi.org/v2/everything?language=en&q=(DDD)AND(""Scry.info"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
FCT,Factom,"FCT, Factom",FCT,Factom,"https://newsapi.org/v2/everything?language=en&q=(FCT)AND(""Factom"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
STORM,Storm,"STORM, Crypto",STORM,Crypto,"https://newsapi.org/v2/everything?language=en&q=(STORM)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BFT,BnkToTheFuture,"BFT, BnkToTheFuture",BFT,BnkToTheFuture,"https://newsapi.org/v2/everything?language=en&q=(BFT)AND(""BnkToTheFuture"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
KIN,Kin,"KIN, Crypto",KIN,Crypto,"https://newsapi.org/v2/everything?language=en&q=(KIN)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
DBC,DeepBrain Chain,"DBC, DeepBrain Chain",DBC,DeepBrain Chain,"https://newsapi.org/v2/everything?language=en&q=(DBC)AND(""DeepBrain Chain"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
POWR,Power Ledger,"POWR, Power Ledger",POWR,Power Ledger,"https://newsapi.org/v2/everything?language=en&q=(POWR)AND(""Power Ledger"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
NXS,Nexus,"NXS, Crypto",NXS,Crypto,"https://newsapi.org/v2/everything?language=en&q=(NXS)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
GTO,Gifto,"GTO, Gifto",GTO,Gifto,"https://newsapi.org/v2/everything?language=en&q=(GTO)AND(""Gifto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MAN,Matrix AI Network,"MAN, Matrix AI Network",MAN,Matrix AI Network,"https://newsapi.org/v2/everything?language=en&q=(MAN)AND(""Matrix AI Network"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
BLOCK,Blocknet,"BLOCK, Blocknet",BLOCK,Blocknet,"https://newsapi.org/v2/everything?language=en&q=(BLOCK)AND(""Blocknet"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
WAX,WAX,"WAX, Crypto",WAX,Crypto,"https://newsapi.org/v2/everything?language=en&q=(WAX)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
SALT,SALT,"SALT, Crypto",SALT,Crypto,"https://newsapi.org/v2/everything?language=en&q=(SALT)AND(""Crypto"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
RLC,iExec RLC,"RLC, iExec RLC",RLC,iExec RLC,"https://newsapi.org/v2/everything?language=en&q=(RLC)AND(""iExec RLC"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
MANA,Decentraland,"MANA, Decentraland",MANA,Decentraland,"https://newsapi.org/v2/everything?language=en&q=(MANA)AND(""Decentraland"")&from=2018-10-01&to=2018-11-05&sortBy=popularity&apiKey=445938e7b4214f4988780151868665cc"
